Name,Age,Gender,Occupation,Income,Purchased
Andrea,42.0,Female,Doctor,100097.0,No
Monica,23.0,Male,Teacher,52990.0,Yes
Rebecca,30.0,Male,Artist,55686.0,No
Matthew,45.0,Female,Lawyer,89613.0,Yes
Timothy,31.0,Male,Lawyer,88086.0,Yes
Anthony,41.0,Female,Teacher,48355.0,Yes
Howard,29.0,Female,Teacher,50780.0,No
Gerald,41.0,Female,Nurse,69524.0,Yes
Lindsey,33.0,Female,Engineer,73359.0,No
Shannon,35.0,Female,,53854.0,No
,36.0,Male,Artist,43923.0,No
Jason,57.0,Female,Engineer,64075.0,No
Kevin,39.0,Male,Nurse,76720.0,Yes
Rodney,49.0,Female,Engineer,94626.0,No
Nicole,39.0,Female,Engineer,75239.0,Yes
Blake,23.0,Female,Teacher,48034.0,No
Matthew,25.0,Female,Artist,,No
Christopher,55.0,,Lawyer,76132.0,Yes
Brian,46.0,Female,Nurse,57063.0,Yes
Aaron,43.0,Female,Teacher,56188.0,No
,26.0,Male,Doctor,,Yes
Jessica,49.0,Male,Doctor,,Yes
Gary,,Male,Doctor,128246.0,Yes
Mark,49.0,Male,Teacher,38725.0,No
Emily,41.0,Male,,133979.0,No
Emily,60.0,Male,Doctor,93383.0,No
Julia,24.0,Female,Engineer,60259.0,No
William,43.0,Male,Engineer,73635.0,No
Amy,59.0,,Engineer,67709.0,Yes
Dave,39.0,Male,Engineer,95273.0,No
Lisa,47.0,Female,Engineer,78840.0,Yes
Nicole,37.0,Male,Engineer,78917.0,Yes
Michael,31.0,Female,,60920.0,No
,39.0,Male,,,No
Matthew,60.0,Male,Artist,58714.0,No
Diane,36.0,Male,Artist,67733.0,Yes
Adrian,40.0,Female,Lawyer,84685.0,Yes
Lori,,Female,Doctor,131863.0,No
Mike,,Female,Lawyer,110603.0,Yes
Steven,59.0,,Doctor,124861.0,Yes
Rose,49.0,Female,Doctor,112255.0,Yes
Erica,36.0,Male,,55451.0,No
Christopher,33.0,Female,Lawyer,96783.0,No
Christine,43.0,Male,Nurse,69536.0,Yes
Karen,32.0,Female,Nurse,66186.0,Yes
Matthew,46.0,Male,Lawyer,118550.0,Yes
Joseph,37.0,Female,Engineer,60759.0,No
,58.0,Female,Doctor,137870.0,Yes
Matthew,46.0,Male,Teacher,59674.0,Yes
Kyle,31.0,Female,Lawyer,112631.0,No
Darlene,37.0,Male,Doctor,119820.0,Yes
,38.0,,Lawyer,79647.0,Yes
Rebecca,47.0,,Engineer,96236.0,Yes
James,51.0,Female,Engineer,90844.0,Yes
Melissa,60.0,Male,Teacher,57672.0,No
Dylan,,Female,Nurse,,No
Kristine,35.0,,Lawyer,88708.0,Yes
Jamie,,Male,Teacher,44744.0,Yes
Gina,35.0,Male,Nurse,69941.0,No
Michael,25.0,Female,Teacher,41814.0,Yes
Luke,32.0,Male,Engineer,72725.0,No
Wesley,35.0,Male,Artist,64390.0,Yes
Anna,26.0,Male,Teacher,49293.0,Yes
Misty,52.0,Female,Engineer,93986.0,No
Patricia,22.0,Male,Lawyer,91603.0,Yes
Colleen,51.0,Female,Nurse,53206.0,Yes
Cindy,40.0,Female,Teacher,57734.0,Yes
Samantha,60.0,Male,Artist,67269.0,Yes
Victor,43.0,Male,Artist,51701.0,Yes
Nicholas,41.0,Female,Lawyer,107696.0,Yes
Susan,25.0,Female,,111866.0,Yes
Alexander,52.0,Male,Teacher,45057.0,No
Christopher,32.0,Female,Teacher,38453.0,Yes
Alexis,26.0,,Engineer,76466.0,Yes
Joshua,53.0,Male,Doctor,106808.0,Yes
Michael,36.0,Male,Nurse,,No
Victoria,56.0,Male,Artist,52375.0,No
Haley,33.0,Female,Lawyer,78550.0,No
Sarah,51.0,Male,Teacher,44480.0,No
Timothy,46.0,Male,Doctor,98154.0,No
Brady,50.0,Female,Artist,58617.0,No
David,24.0,Male,Engineer,,Yes
Casey,32.0,Female,Engineer,65671.0,Yes
Cristina,35.0,Female,Nurse,59395.0,No
Fred,49.0,Male,Teacher,50197.0,Yes
Nicole,,Female,Teacher,39884.0,Yes
Joshua,53.0,Female,Nurse,64559.0,No
Brandon,35.0,Male,Doctor,104423.0,No
Frank,58.0,Male,Lawyer,111910.0,Yes
David,52.0,Male,Engineer,85671.0,No
Logan,25.0,Female,Teacher,42201.0,Yes
Jared,41.0,Female,Doctor,128372.0,No
Joseph,24.0,Male,,88110.0,Yes
Vanessa,48.0,Male,Teacher,50270.0,No
Mary,31.0,Male,Engineer,87717.0,No
Deanna,28.0,Female,Lawyer,108554.0,No
James,51.0,Male,Nurse,65838.0,No
John,42.0,Male,Doctor,,Yes
Jonathan,28.0,Male,Engineer,73067.0,No
Shannon,28.0,,Lawyer,72074.0,No
Johnathan,45.0,Female,,41155.0,No
David,40.0,Female,Nurse,,Yes
Ryan,36.0,Female,Engineer,95378.0,No
Melissa,57.0,Male,Artist,54298.0,Yes
Gerald,36.0,Male,Artist,65203.0,Yes
Carlos,53.0,Female,Lawyer,,No
Kim,59.0,Male,Doctor,115471.0,No
Ryan,38.0,Male,Lawyer,,Yes
Jeremiah,48.0,Female,Artist,67626.0,Yes
Michael,32.0,Female,Artist,58552.0,No
Johnathan,43.0,Female,Artist,49146.0,Yes
,39.0,Male,Lawyer,79320.0,No
Ashley,25.0,Female,,51170.0,Yes
Tammy,42.0,Female,Doctor,120422.0,Yes
David,48.0,Female,Teacher,52362.0,Yes
Robert,55.0,Female,Doctor,88880.0,No
Kent,44.0,Female,Lawyer,72915.0,No
,36.0,Male,Teacher,37462.0,Yes
Jacqueline,56.0,Female,Lawyer,104597.0,No
Elizabeth,41.0,Male,Engineer,80101.0,No
Lisa,,Male,Teacher,59770.0,Yes
John,57.0,Male,Nurse,51805.0,Yes
Erica,33.0,,Lawyer,112334.0,No
Caleb,56.0,Male,Doctor,96021.0,No
Lindsey,34.0,Female,Engineer,73920.0,No
Sharon,53.0,Male,Teacher,56489.0,Yes
,55.0,Male,Teacher,55038.0,Yes
Jose,54.0,Female,Doctor,137710.0,No
Sandy,56.0,Female,Teacher,49732.0,Yes
Lucas,49.0,Male,Nurse,72653.0,Yes
Lisa,25.0,Female,Lawyer,70897.0,No
James,47.0,Female,Engineer,99454.0,No
Jeffery,,Female,Teacher,52145.0,Yes
Carla,30.0,,Lawyer,85938.0,No
Jimmy,56.0,Female,Artist,68800.0,No
Gregory,59.0,Male,Doctor,114399.0,Yes
Lindsey,57.0,Male,Artist,64031.0,Yes
Joshua,41.0,Male,Doctor,,Yes
Linda,52.0,Male,Engineer,61805.0,No
Alexander,24.0,Female,Engineer,79007.0,Yes
Victoria,,Male,Artist,65382.0,Yes
,,Female,Lawyer,82754.0,Yes
Stephen,36.0,Male,Engineer,,No
David,32.0,Female,Artist,56901.0,No
Austin,49.0,,,84497.0,Yes
Lisa,,Female,Engineer,,No
,,Male,Engineer,60961.0,Yes
Michaela,34.0,Female,Lawyer,,No
Jennifer,53.0,Male,Engineer,79812.0,Yes
Patricia,,Female,Doctor,85373.0,No
Kendra,29.0,Female,Artist,40840.0,Yes
Carrie,24.0,Female,Nurse,60703.0,Yes
John,25.0,Male,,66581.0,Yes
Thomas,25.0,,Nurse,,No
Maria,54.0,Male,Nurse,57611.0,No
Denise,,Male,Engineer,96909.0,Yes
Joseph,47.0,,Lawyer,98789.0,No
Raymond,23.0,Female,Teacher,56771.0,No
Ashley,24.0,Female,Nurse,53825.0,No
Travis,46.0,Male,Artist,68909.0,Yes
Susan,60.0,Female,Engineer,76365.0,Yes
Marisa,,Male,Teacher,50038.0,No
Caitlyn,53.0,Male,Doctor,,Yes
Mary,48.0,,Engineer,96450.0,No
Kyle,33.0,Female,,99219.0,No
Cody,24.0,Male,Artist,61876.0,No
Michael,59.0,Female,,60644.0,No
Craig,30.0,Female,Nurse,57082.0,Yes
,42.0,Female,Doctor,122421.0,Yes
Kurt,53.0,Female,Nurse,54094.0,No
Jeffery,53.0,Female,Engineer,85613.0,No
,,Male,Nurse,50662.0,Yes
Brenda,22.0,Female,Engineer,96059.0,No
Peter,,,Nurse,53362.0,No
,47.0,Female,Nurse,73023.0,Yes
Logan,24.0,Female,Nurse,66455.0,Yes
Albert,24.0,Male,Nurse,73312.0,No
Timothy,46.0,Male,Doctor,140740.0,No
Sandra,31.0,Female,Nurse,60892.0,Yes
Steven,32.0,Male,Doctor,115329.0,Yes
Luke,36.0,Male,Doctor,,No
Melissa,32.0,Male,Nurse,66750.0,Yes
David,,Male,Artist,57022.0,Yes
Sophia,24.0,Male,Doctor,147042.0,Yes
,56.0,Female,Teacher,42293.0,Yes
Julie,40.0,Male,Artist,50639.0,Yes
Joe,43.0,Female,,84141.0,No
Bonnie,52.0,Male,Engineer,72463.0,Yes
Anthony,22.0,Male,Artist,69457.0,Yes
Megan,35.0,Male,Doctor,,Yes
,37.0,Male,Teacher,58557.0,No
Bryan,23.0,Female,Artist,60853.0,No
Jessica,28.0,Female,Artist,54394.0,No
Carrie,57.0,Male,Artist,62386.0,No
Brandi,43.0,Male,Engineer,81780.0,Yes
,,Female,Artist,,Yes
John,24.0,Female,Engineer,92553.0,No
Mikayla,37.0,Male,Nurse,,Yes
,27.0,Female,Lawyer,71452.0,No
,36.0,Female,,91716.0,No
Shawn,,Male,Doctor,138077.0,Yes
Robert,26.0,Female,Engineer,91761.0,No
Mark,39.0,Female,Artist,,No
,,Female,Teacher,,Yes
Joshua,36.0,Male,Lawyer,83986.0,No
Joseph,38.0,Male,Nurse,77215.0,Yes
Corey,,Male,Artist,68396.0,No
Helen,22.0,Male,Nurse,63876.0,No
Andrea,37.0,Female,,91966.0,Yes
Brandi,24.0,Male,Engineer,79363.0,Yes
Justin,52.0,Female,Engineer,88151.0,Yes
Lisa,,Male,Doctor,116041.0,No
John,32.0,Female,Doctor,115698.0,No
,42.0,Female,Doctor,118812.0,No
Kimberly,23.0,Female,Teacher,53282.0,Yes
Andrew,53.0,Male,Engineer,76827.0,Yes
Victoria,54.0,Male,Teacher,45549.0,Yes
Alicia,47.0,Male,Lawyer,79745.0,Yes
,32.0,Male,Artist,54002.0,Yes
Danny,54.0,Male,Lawyer,117222.0,Yes
Dakota,31.0,Male,Artist,68374.0,No
Jason,37.0,Male,Teacher,45698.0,No
Jeffrey,,Female,Doctor,149454.0,No
Stephanie,38.0,Female,Doctor,82146.0,Yes
Amy,27.0,Male,Lawyer,71169.0,Yes
Becky,35.0,Male,,42604.0,Yes
Jessica,50.0,,Nurse,67580.0,Yes
David,39.0,Male,,99241.0,No
Lynn,52.0,Female,Doctor,104280.0,Yes
James,43.0,,Lawyer,86950.0,No
Nicole,53.0,Male,Teacher,59847.0,Yes
,39.0,Male,Lawyer,115103.0,Yes
Cynthia,51.0,Female,Artist,53571.0,No
William,50.0,Female,Doctor,113600.0,No
Monica,27.0,Male,Teacher,43439.0,No
Laura,24.0,Female,Lawyer,73119.0,Yes
Jerry,42.0,Male,Lawyer,,No
Mary,56.0,Male,Doctor,146475.0,Yes
,30.0,Female,Teacher,38718.0,Yes
Paige,42.0,Female,Lawyer,95565.0,No
,29.0,Female,Lawyer,78919.0,Yes
Joseph,,Female,,84335.0,Yes
Phyllis,42.0,Male,Teacher,37677.0,No
Brian,35.0,Male,Engineer,63014.0,No
Larry,45.0,Male,Lawyer,,Yes
Anna,45.0,Male,Artist,63437.0,Yes
Charlene,56.0,Male,Engineer,85924.0,No
Jason,26.0,,Nurse,68401.0,No
Keith,,Female,Artist,56320.0,Yes
Justin,60.0,Female,Teacher,56623.0,Yes
Alexis,51.0,,Engineer,87279.0,No
Anne,50.0,Male,Engineer,76789.0,No
Lindsey,57.0,Female,Teacher,49881.0,No
Aaron,34.0,Female,Nurse,55780.0,No
Patricia,32.0,Male,Teacher,,Yes
Linda,32.0,Female,Artist,,No
,42.0,Female,Nurse,51656.0,No
Donald,34.0,Male,Engineer,61112.0,Yes
Jason,34.0,Male,Teacher,37722.0,Yes
Christopher,25.0,Male,Teacher,37539.0,No
Kimberly,57.0,Male,Engineer,75155.0,Yes
Adrian,27.0,Female,Lawyer,96943.0,Yes
William,,Male,Teacher,59361.0,Yes
,42.0,Female,Nurse,63691.0,Yes
Samuel,56.0,Male,Engineer,84552.0,Yes
,,Male,Artist,66819.0,No
Sabrina,49.0,Male,Lawyer,82380.0,No
Rhonda,48.0,Female,,45050.0,No
Leslie,27.0,Male,Lawyer,92224.0,Yes
Benjamin,35.0,Male,Nurse,60024.0,Yes
Roy,54.0,Male,Teacher,47704.0,No
Yesenia,,Female,Doctor,94338.0,Yes
,28.0,Female,Engineer,78585.0,Yes
Sally,56.0,Male,Artist,66849.0,No
Richard,,,Doctor,138496.0,Yes
Judy,46.0,Female,Engineer,68206.0,No
Richard,54.0,,Doctor,149894.0,Yes
David,28.0,Male,,73941.0,Yes
Edgar,44.0,,Nurse,51858.0,No
Christina,51.0,Male,Doctor,94431.0,Yes
Laurie,42.0,Female,Doctor,147259.0,No
Leslie,,Male,Doctor,149255.0,No
Nicole,,Male,Artist,,No
Cynthia,,Female,Doctor,122880.0,Yes
,34.0,,Lawyer,,Yes
Nicole,47.0,Female,Lawyer,110268.0,Yes
Matthew,28.0,,,94173.0,Yes
Rhonda,55.0,Male,Teacher,37644.0,No
Ronald,57.0,Female,Doctor,101751.0,Yes
,60.0,Female,Lawyer,113882.0,No
,59.0,Female,Nurse,72742.0,Yes
Sonya,,Male,Artist,46954.0,Yes
Paula,47.0,,Nurse,78553.0,No
Tammy,44.0,,Artist,57361.0,Yes
Christine,56.0,Female,Doctor,133877.0,Yes
Lisa,30.0,Male,Artist,,Yes
Andre,53.0,Female,,36791.0,No
,26.0,Male,Lawyer,101060.0,Yes
Heather,39.0,Male,,68776.0,No
Nicole,41.0,Female,Nurse,52665.0,Yes
Matthew,45.0,Male,Engineer,92996.0,No
Susan,24.0,Female,,64635.0,No
James,53.0,Female,,,Yes
Jacob,42.0,Female,Doctor,122807.0,Yes
Lori,24.0,Male,Teacher,42434.0,No
Jason,48.0,Male,Artist,68468.0,Yes
Shane,24.0,Male,Nurse,66311.0,Yes
Stacey,40.0,Female,Artist,57541.0,No
Rebecca,37.0,Female,Nurse,69777.0,No
,59.0,Female,Engineer,63923.0,No
Susan,36.0,Male,Engineer,73734.0,Yes
Julia,47.0,Male,Engineer,63611.0,No
,27.0,Male,Engineer,70230.0,No
Mark,45.0,Female,Artist,47329.0,No
Summer,42.0,Female,Teacher,43781.0,No
Nicholas,43.0,Female,Doctor,124940.0,No
,,Female,Doctor,,Yes
Joshua,38.0,Female,Teacher,38043.0,Yes
Karen,25.0,Female,Lawyer,88084.0,No
,47.0,Female,Nurse,50383.0,No
Angela,34.0,Female,Nurse,68506.0,Yes
Curtis,28.0,Female,Artist,65362.0,Yes
Kristen,,,Doctor,134160.0,No
Olivia,39.0,Female,Teacher,53292.0,Yes
Jeffrey,,,Doctor,120337.0,No
Jennifer,55.0,Male,Lawyer,93615.0,No
Karen,30.0,Male,,,Yes
Tammy,57.0,Male,Lawyer,94590.0,Yes
Sarah,34.0,Female,Nurse,54359.0,No
,40.0,Male,Doctor,138453.0,Yes
Morgan,35.0,Male,Lawyer,115262.0,No
,32.0,Female,Nurse,,Yes
Dorothy,51.0,Male,Engineer,75837.0,No
Sara,37.0,Male,Artist,62264.0,Yes
Suzanne,55.0,Female,Nurse,61384.0,No
Heather,52.0,Female,,37511.0,No
Laura,35.0,Female,Lawyer,95409.0,No
Kenneth,41.0,Male,Nurse,53259.0,Yes
Michael,45.0,Male,Engineer,62614.0,Yes
Denise,27.0,Male,Doctor,145082.0,No
Sarah,39.0,Female,Doctor,106956.0,No
Vincent,25.0,Male,Artist,47383.0,No
Emily,,Female,Doctor,95140.0,Yes
John,35.0,Male,Engineer,,No
John,59.0,Male,Lawyer,85560.0,Yes
Cory,47.0,Male,Lawyer,,Yes
,26.0,Male,Teacher,38579.0,No
Paul,39.0,Male,Artist,55941.0,No
Brittany,22.0,Female,Engineer,83170.0,Yes
Melanie,45.0,Female,,76106.0,No
Sara,56.0,Female,Teacher,,No
,35.0,Male,,102597.0,No
,44.0,,Teacher,35505.0,No
,33.0,Male,Teacher,48062.0,Yes
Wesley,42.0,Male,Nurse,66768.0,Yes
William,36.0,Male,Artist,50520.0,Yes
Jillian,38.0,Male,Doctor,106334.0,No
Jeffery,23.0,Male,Nurse,69566.0,No
Andrew,,Male,Doctor,94450.0,No
Todd,,Female,Teacher,58823.0,Yes
Monica,47.0,Female,,84905.0,Yes
Linda,28.0,Male,Engineer,66185.0,Yes
David,23.0,Male,Engineer,61680.0,No
Travis,,Female,Teacher,43664.0,No
Charles,56.0,Female,Artist,55091.0,No
Margaret,40.0,Male,,91824.0,No
,44.0,,Engineer,74694.0,Yes
,47.0,Female,Lawyer,,No
Evan,43.0,Female,Teacher,46306.0,No
Karen,,Female,Engineer,80644.0,No
Michael,40.0,Female,Lawyer,119434.0,Yes
Rachel,57.0,Female,Engineer,73281.0,No
Jacqueline,47.0,Female,Teacher,58756.0,No
Gabriel,40.0,Female,Nurse,52694.0,Yes
,59.0,Male,Nurse,76576.0,Yes
Jessica,44.0,,Engineer,93621.0,Yes
John,58.0,Male,Lawyer,71812.0,Yes
Colton,58.0,Male,Artist,42929.0,Yes
Matthew,25.0,Female,Teacher,,No
Sandra,41.0,Male,Lawyer,73671.0,No
Joseph,52.0,Female,Nurse,,No
Cheryl,52.0,,Doctor,104564.0,Yes
Lisa,42.0,Male,Lawyer,,Yes
Nicholas,46.0,Female,Nurse,77225.0,No
Gabrielle,48.0,Male,Nurse,66699.0,Yes
Shirley,24.0,Male,Engineer,,No
Barbara,48.0,Male,Lawyer,118131.0,Yes
,59.0,Male,Teacher,59381.0,No
Vanessa,44.0,Female,Lawyer,104740.0,Yes
James,43.0,Male,Nurse,52722.0,Yes
Courtney,25.0,Male,Doctor,102287.0,Yes
,52.0,Female,Teacher,46777.0,No
Jessica,51.0,Male,Doctor,125857.0,No
Karen,28.0,Male,Nurse,55417.0,No
Thomas,,Female,Lawyer,,Yes
Debra,59.0,Male,Lawyer,73938.0,No
,30.0,Female,Engineer,87122.0,Yes
Michelle,23.0,Male,Lawyer,91195.0,No
Angela,55.0,Male,Engineer,63557.0,No
Cynthia,28.0,Male,Nurse,56629.0,No
Margaret,52.0,Male,,72965.0,No
Justin,43.0,Female,Artist,67634.0,No
,53.0,Male,Teacher,53579.0,No
Rebecca,55.0,Male,Artist,46234.0,Yes
Andrea,53.0,Male,Engineer,92868.0,Yes
Jenny,45.0,Male,Teacher,36542.0,Yes
Katie,40.0,Female,,70779.0,Yes
Teresa,46.0,Male,Doctor,,No
Michael,47.0,Male,Teacher,39535.0,No
Anna,,Female,Doctor,135168.0,Yes
Richard,28.0,Male,Teacher,40116.0,Yes
Kenneth,49.0,Male,Teacher,55376.0,Yes
Katie,42.0,Male,Engineer,79310.0,Yes
,,Male,Nurse,71445.0,No
,42.0,Female,Engineer,61596.0,No
Jean,60.0,Female,Doctor,100797.0,Yes
Craig,47.0,Female,Nurse,57672.0,Yes
Eric,41.0,Male,Nurse,51075.0,No
Sandra,,Female,Lawyer,95661.0,Yes
Teresa,54.0,Female,,,No
Kimberly,28.0,Male,Nurse,64270.0,No
,43.0,Female,Teacher,42761.0,Yes
Ann,48.0,,Artist,65967.0,No
Charlene,,Male,Engineer,62904.0,Yes
Reginald,55.0,Male,Nurse,67093.0,No
,57.0,,Teacher,41495.0,No
Carlos,56.0,Female,Nurse,54497.0,Yes
Patrick,50.0,Female,,81062.0,No
Cynthia,50.0,,Teacher,56314.0,No
Christina,26.0,Female,Engineer,98490.0,Yes
Tony,23.0,Female,Lawyer,102281.0,Yes
Kerri,,Male,Engineer,60357.0,No
Victoria,,Male,Teacher,52095.0,No
Victor,57.0,Female,Engineer,76932.0,No
Michael,57.0,Female,Engineer,82990.0,No
Paul,50.0,,Lawyer,78605.0,Yes
Seth,35.0,Female,Teacher,48276.0,Yes
Jared,38.0,Male,Nurse,76705.0,No
Brooke,23.0,Female,Teacher,,Yes
Martha,33.0,Male,Engineer,94659.0,No
Brandon,40.0,Female,Nurse,67736.0,No
,46.0,Female,Lawyer,111801.0,No
Jonathan,40.0,Female,Artist,62868.0,Yes
David,53.0,Female,Teacher,46787.0,Yes
Travis,44.0,Male,Engineer,66100.0,No
Vicki,,Male,Teacher,,Yes
Charles,,Male,Engineer,80925.0,No
Ian,50.0,Male,Doctor,86718.0,No
Kristi,41.0,Female,Engineer,77950.0,Yes
Jessica,49.0,Male,Teacher,40982.0,No
Courtney,34.0,Female,Lawyer,74807.0,No
Mark,34.0,Male,Engineer,87462.0,No
Robert,60.0,Female,Doctor,114319.0,Yes
Emily,51.0,Female,Teacher,35070.0,No
Douglas,57.0,Male,Engineer,91626.0,No
Nicholas,34.0,,Nurse,66614.0,No
Heidi,38.0,,Engineer,87099.0,Yes
,32.0,Female,Artist,48890.0,No
Amy,23.0,,Teacher,41200.0,No
Kevin,56.0,Male,Doctor,97286.0,Yes
,31.0,Male,Nurse,63830.0,No
Richard,46.0,Male,Teacher,58703.0,No
Michael,46.0,,Teacher,37305.0,No
Joseph,32.0,Male,Doctor,,No
Tammy,44.0,Male,Teacher,41510.0,No
Nathaniel,28.0,Male,Artist,40505.0,Yes
Desiree,58.0,Male,Engineer,87374.0,No
Summer,59.0,Male,Engineer,77006.0,No
Ryan,,Male,Engineer,81019.0,No
Timothy,30.0,,Lawyer,,Yes
John,,Female,Teacher,45651.0,No
Jessica,,Female,Engineer,94589.0,No
Alexis,50.0,Female,Lawyer,113971.0,No
Courtney,44.0,Female,Teacher,59714.0,Yes
Linda,34.0,Male,Teacher,50594.0,No
Lucas,33.0,Male,Engineer,85547.0,Yes
,22.0,,Teacher,58447.0,Yes
Gabrielle,57.0,Female,Teacher,35814.0,Yes
Benjamin,49.0,Male,Teacher,40298.0,Yes
Lee,49.0,Female,Artist,46463.0,Yes
,56.0,Female,Teacher,51272.0,Yes
Denise,49.0,Male,Artist,60929.0,Yes
Lisa,26.0,Female,Artist,69143.0,Yes
Amanda,42.0,Female,,118082.0,Yes
Crystal,55.0,,Nurse,53962.0,No
Debbie,25.0,Female,Artist,58560.0,No
,49.0,Male,Teacher,44232.0,No
Jorge,52.0,Male,Engineer,83507.0,Yes
Felicia,22.0,Male,Nurse,67234.0,No
Megan,24.0,Male,Teacher,39970.0,No
Brenda,,Female,Engineer,74915.0,No
Daisy,30.0,Male,Teacher,59308.0,No
Monica,30.0,Female,Engineer,65389.0,No
Emily,,Female,Artist,53712.0,Yes
Rodney,44.0,Male,Artist,59475.0,Yes
Warren,57.0,Male,Lawyer,83019.0,No
Wendy,44.0,Female,Nurse,71156.0,No
Linda,43.0,Male,Engineer,67433.0,Yes
Jennifer,55.0,Male,Doctor,96982.0,Yes
Thomas,51.0,Male,Teacher,51874.0,No
,40.0,Female,Teacher,,Yes
Karen,60.0,Female,Artist,45767.0,Yes
Tara,46.0,Female,Doctor,86871.0,Yes
Kimberly,57.0,Female,Lawyer,74322.0,No
Peter,28.0,Female,Lawyer,,No
Brent,22.0,,Lawyer,84392.0,No
Jennifer,,Male,Nurse,,Yes
Karen,45.0,Female,Doctor,90641.0,No
Susan,48.0,Male,Nurse,74511.0,Yes
Christine,49.0,Male,Teacher,54495.0,No
Rebecca,40.0,Female,Artist,67300.0,Yes
Katherine,27.0,Male,Engineer,90773.0,Yes
Todd,57.0,,Teacher,42854.0,No
,26.0,Female,Engineer,98957.0,No
Michelle,59.0,Female,Artist,44479.0,No
April,40.0,Female,Teacher,49298.0,Yes
Julian,56.0,Male,Doctor,145576.0,Yes
Douglas,35.0,Male,Artist,48743.0,Yes
Robert,42.0,Male,Nurse,79393.0,Yes
Bryan,36.0,Female,Artist,47051.0,No
Jacqueline,24.0,Female,Lawyer,,No
Jerome,29.0,Male,Doctor,118139.0,Yes
Stephanie,44.0,,Teacher,53379.0,No
Michael,27.0,Male,Engineer,68590.0,No
Scott,24.0,Male,Lawyer,105694.0,Yes
Jeremy,22.0,Female,,65298.0,No
,32.0,Male,Teacher,52276.0,No
,50.0,Female,Lawyer,111777.0,No
Heather,26.0,,Doctor,83705.0,No
Bradley,37.0,Female,Artist,,No
Laura,29.0,Female,Lawyer,105312.0,Yes
,50.0,Male,Artist,,Yes
Taylor,36.0,Male,Artist,60561.0,Yes
Angela,53.0,Male,Artist,49263.0,Yes
Victor,53.0,Male,Engineer,84402.0,Yes
Jeffrey,25.0,Male,Lawyer,115917.0,No
,55.0,Female,Artist,50611.0,No
,52.0,Female,Teacher,56060.0,No
Beth,40.0,Female,Artist,63592.0,Yes
Darryl,52.0,Female,Nurse,52443.0,No
Timothy,47.0,Female,Teacher,48141.0,No
Laura,52.0,Female,Lawyer,98023.0,Yes
Anthony,31.0,Female,Engineer,84329.0,No
Christine,25.0,,Teacher,49042.0,Yes
Bradley,33.0,Female,Teacher,46472.0,No
Timothy,56.0,Female,Engineer,63240.0,No
Anne,43.0,,,106049.0,Yes
Adriana,53.0,Female,Engineer,87923.0,No
Kent,,Male,,82690.0,Yes
Andrew,,Female,Artist,69798.0,Yes
Thomas,47.0,Female,Lawyer,90202.0,No
Zoe,53.0,Female,Lawyer,111691.0,No
Tracie,34.0,Male,Engineer,63675.0,No
John,45.0,Female,Engineer,74791.0,Yes
Madison,31.0,Male,Lawyer,80093.0,No
Deborah,40.0,Male,Lawyer,101218.0,Yes
,43.0,Male,Artist,49745.0,No
Jerry,36.0,Male,Doctor,84754.0,Yes
Heather,59.0,,Engineer,89990.0,Yes
Adam,58.0,Male,Lawyer,118424.0,Yes
Kevin,37.0,Female,Engineer,87629.0,Yes
Maria,44.0,Female,Engineer,96706.0,No
Kelly,44.0,Male,Doctor,120319.0,Yes
Matthew,51.0,Female,Lawyer,70374.0,No
Brad,51.0,Male,Teacher,51495.0,Yes
Joseph,55.0,Male,Lawyer,88736.0,Yes
Laura,37.0,,Nurse,66330.0,Yes
Joseph,,Female,Nurse,54589.0,Yes
Derek,43.0,Female,Engineer,99631.0,Yes
Michael,,Female,Nurse,60533.0,No
William,60.0,Female,,82652.0,No
,28.0,Female,Teacher,51782.0,No
Jamie,27.0,Female,,128715.0,Yes
Ryan,40.0,Male,Teacher,38367.0,No
Madison,25.0,,Lawyer,89025.0,Yes
Henry,27.0,Female,Lawyer,83972.0,No
,47.0,Male,Doctor,94943.0,No
Kelly,23.0,Female,,75930.0,Yes
Raymond,52.0,Female,Nurse,65740.0,Yes
Catherine,,Female,Teacher,37280.0,Yes
Janice,58.0,Male,Doctor,100363.0,Yes
Marcus,,,Nurse,51233.0,No
Melissa,29.0,Female,Artist,48483.0,Yes
Matthew,,Female,Doctor,125506.0,No
Kayla,,Male,Doctor,104521.0,Yes
Mark,43.0,Female,,49155.0,Yes
William,49.0,Female,,71896.0,Yes
Rebecca,31.0,Female,Artist,69936.0,Yes
Martha,28.0,Male,,90290.0,Yes
Katherine,60.0,,Nurse,61781.0,Yes
Madeline,48.0,Male,Engineer,90742.0,No
Maria,52.0,Female,Engineer,,No
Jillian,58.0,Male,Lawyer,90824.0,No
Megan,55.0,Female,Artist,,No
Connor,28.0,Female,Nurse,51024.0,Yes
Jeremy,39.0,Male,Engineer,99960.0,No
Samantha,50.0,Female,Lawyer,,No
Doris,52.0,Female,Nurse,,Yes
Zachary,58.0,Male,Teacher,50738.0,Yes
Maurice,,Female,,45903.0,No
Claire,28.0,,Artist,68593.0,No
Brian,26.0,Female,Nurse,76175.0,No
Krystal,53.0,Female,Artist,69276.0,No
Ryan,42.0,Female,Engineer,84109.0,Yes
David,32.0,Female,Lawyer,119638.0,No
Christina,32.0,Male,Nurse,71149.0,Yes
Gregory,39.0,Male,Engineer,,Yes
Lawrence,22.0,Female,Teacher,38960.0,No
